"","ID","fishing.effort.df","Solution","Category","geometry"
"271",271,2.00228628401151,"Outside","Escenario I: Ecológico ideal",c(-114.729103878003, 28.9769456356513)
"272",272,5.99981286061636,"Outside","Escenario I: Ecológico ideal",c(-114.729103877999, 28.8769456485319)
"273",273,4.00139289445793,"Outside","Escenario I: Ecológico ideal",c(-114.729103878, 28.7769456612304)
"274",274,25.0049517633401,"Outside","Escenario I: Ecológico ideal",c(-114.729103878001, 27.9769457565732)
"275",275,35.9987451127227,"Outside","Escenario I: Ecológico ideal",c(-114.729103878001, 27.8769457677233)
"276",276,35.9993795198816,"Outside","Escenario I: Ecológico ideal",c(-114.729103878001, 27.7769457786954)
"277",277,NA,"Outside","Escenario I: Ecológico ideal",c(-114.729103878001, 27.5769458001418)
"278",278,73.0073290522542,"Outside","Escenario I: Ecológico ideal",c(-114.729103878002, 27.4769458106078)
"279",279,494.995251632133,"Outside","Escenario I: Ecológico ideal",c(-114.729103878001, 27.3769458209066)
"280",280,311.008519950978,"Outside","Escenario I: Ecológico ideal",c(-114.729103878, 27.276945831047)
"281",281,149.010470531862,"Outside","Escenario I: Ecológico ideal",c(-114.729103877999, 27.1769458410124)
"282",282,NA,"Outside","Escenario I: Ecológico ideal",c(-114.629103877998, 31.7769452009634)
"283",283,NA,"Outside","Escenario I: Ecológico ideal",c(-114.629103877999, 31.6769452190321)
"284",284,52,"Outside","Escenario I: Ecológico ideal",c(-114.629103877999, 31.5769452369128)
"285",285,141.990733792737,"Outside","Escenario I: Ecológico ideal",c(-114.629103877999, 31.4769452545904)
"286",286,96.0013391382471,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 31.3769452720871)
"287",287,95.9989141596774,"Outside","Escenario I: Ecológico ideal",c(-114.629103878001, 31.2769452893816)
"288",288,NA,"Outside","Escenario I: Ecológico ideal",c(-114.629103878002, 31.1769453064841)
"289",289,1,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 31.0769453234038)
"290",290,377.969242583157,"Outside","Escenario I: Ecológico ideal",c(-114.629103877999, 30.9769453401239)
"291",291,1750.86611398701,"Outside","Escenario I: Ecológico ideal",c(-114.629103878001, 30.8769453566629)
"292",292,2394.99319838183,"Outside","Escenario I: Ecológico ideal",c(-114.629103878002, 30.7769453730053)
"293",293,2473.0463643668,"Outside","Escenario I: Ecológico ideal",c(-114.629103878002, 30.6769453891626)
"294",294,915.1951971226,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 30.576945405137)
"295",295,183.053873024841,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 30.4769454209129)
"296",296,954.943062638432,"Outside","Escenario I: Ecológico ideal",c(-114.629103878001, 30.3769454365162)
"297",297,638.023428550935,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 30.2769454519214)
"298",298,655.998666931647,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 30.1769454671474)
"299",299,334.023895553414,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 30.0769454821922)
"300",300,185.994144243554,"Inside","Escenario I: Ecológico ideal",c(-114.629103878, 29.0769456225982)
"301",301,50.0058028212686,"Inside","Escenario I: Ecológico ideal",c(-114.629103878, 28.9769456356519)
"302",302,9.00219945950665,"Outside","Escenario I: Ecológico ideal",c(-114.629103878001, 28.876945648532)
"303",303,1.00056922540258,"Outside","Escenario I: Ecológico ideal",c(-114.629103878001, 28.7769456612317)
"304",304,23.9995869322478,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 28.6769456737558)
"305",305,25.0040296325,"Outside","Escenario I: Ecológico ideal",c(-114.629103877999, 27.9769457565732)
"306",306,15.0013911054256,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 27.8769457677242)
"307",307,15.0008143805404,"Outside","Escenario I: Ecológico ideal",c(-114.629103878003, 27.7769457786961)
"308",308,NA,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 27.4769458106088)
"309",309,14.018652233078,"Outside","Escenario I: Ecológico ideal",c(-114.629103878001, 27.3769458209055)
"310",310,361.977731383434,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 27.2769458310459)
"311",311,209.006609970659,"Outside","Escenario I: Ecológico ideal",c(-114.629103878, 27.1769458410132)
"312",312,118.005905772831,"Outside","Escenario I: Ecológico ideal",c(-114.629103878001, 27.0769458508164)
"313",313,NA,"Outside","Escenario I: Ecológico ideal",c(-114.529103878001, 31.7769452009631)
"314",314,NA,"Outside","Escenario I: Ecológico ideal",c(-114.529103878001, 31.6769452190331)
"315",315,50.0000775600395,"Outside","Escenario I: Ecológico ideal",c(-114.529103878002, 31.5769452369126)
"316",316,348.976261740608,"Outside","Escenario I: Ecológico ideal",c(-114.529103878001, 31.4769452545899)
"317",317,1,"Outside","Escenario I: Ecológico ideal",c(-114.529103878, 31.0769453234033)
"318",318,19.013921244121,"Outside","Escenario I: Ecológico ideal",c(-114.529103878001, 30.9769453401245)
"319",319,1160.96170663511,"Outside","Escenario I: Ecológico ideal",c(-114.529103877999, 30.8769453566619)
"320",320,1024.06052675458,"Outside","Escenario I: Ecológico ideal",c(-114.529103877999, 30.7769453730067)
"321",321,861.071297199278,"Outside","Escenario I: Ecológico ideal",c(-114.529103878001, 30.6769453891624)
"322",322,577.028460898221,"Inside","Escenario I: Ecológico ideal",c(-114.529103878001, 30.5769454051359)
"323",323,280.012339367822,"Outside","Escenario I: Ecológico ideal",c(-114.529103877999, 30.4769454209132)
"324",324,239.029993724718,"Outside","Escenario I: Ecológico ideal",c(-114.529103877998, 30.376945436516)
"325",325,221.017153237192,"Outside","Escenario I: Ecológico ideal",c(-114.529103878, 30.2769454519221)
"326",326,249.01425268224,"Outside","Escenario I: Ecológico ideal",c(-114.529103878001, 30.176945467147)
"327",327,4670.58939876667,"Outside","Escenario I: Ecológico ideal",c(-114.529103877999, 30.0769454821913)
"328",328,770.197523539694,"Outside","Escenario I: Ecológico ideal",c(-114.529103877999, 29.9769454970502)
"329",329,47.0001166372186,"Outside","Escenario I: Ecológico ideal",c(-114.529103878, 28.9769456356522)
"330",330,9.0021464488744,"Outside","Escenario I: Ecológico ideal",c(-114.529103878, 28.8769456485324)
"331",331,12.9993082171322,"Outside","Escenario I: Ecológico ideal",c(-114.529103878, 28.7769456612313)
"332",332,5.00119065194692,"Outside","Escenario I: Ecológico ideal",c(-114.529103877999, 28.6769456737548)
"333",333,9.00031548639556,"Outside","Escenario I: Ecológico ideal",c(-114.529103877998, 28.5769456861101)
"334",334,5.00326055724179,"Outside","Escenario I: Ecológico ideal",c(-114.529103878001, 28.0769457452657)
"335",335,229.979098469131,"Outside","Escenario I: Ecológico ideal",c(-114.529103878001, 27.9769457565725)
"336",336,35.0104710502561,"Outside","Escenario I: Ecológico ideal",c(-114.529103878, 27.8769457677251)
"337",337,34.9992244002243,"Outside","Escenario I: Ecológico ideal",c(-114.529103877999, 27.7769457786966)
"338",338,NA,"Outside","Escenario I: Ecológico ideal",c(-114.529103877999, 27.4769458106093)
"339",339,3.00042657994229,"Outside","Escenario I: Ecológico ideal",c(-114.529103877999, 27.376945820906)
"340",340,90.0054745616674,"Outside","Escenario I: Ecológico ideal",c(-114.529103878, 27.2769458310449)
"341",341,92.0044207909284,"Outside","Escenario I: Ecológico ideal",c(-114.529103878, 27.1769458410143)
"342",342,138.996436050312,"Outside","Escenario I: Ecológico ideal",c(-114.529103877999, 27.0769458508149)
"343",343,123.001713179922,"Outside","Escenario I: Ecológico ideal",c(-114.529103877998, 26.9769458604593)
"344",344,NA,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 31.6769452190328)
"345",345,159.995734203188,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 31.5769452369126)
"346",346,873.942123588996,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 31.4769452545894)
"347",347,387.013187490086,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 31.3769452720857)
"348",348,1942.83610391187,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 30.9769453401245)
"349",349,865.069219066053,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 30.8769453566609)
"350",350,486.041226810804,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 30.7769453730062)
"351",351,439.01889829474,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 30.6769453891636)
"352",352,334.01509930275,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 30.5769454051358)
"353",353,298.001254037461,"Outside","Escenario I: Ecológico ideal",c(-114.429103877999, 30.4769454209126)
"354",354,301.997339495622,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 30.3769454365155)
"355",355,442.983703971198,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 30.2769454519231)
"356",356,344.001728108437,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 30.1769454671472)
"357",357,399.162643550515,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 30.07694548219)
"358",358,1636.89833524916,"Inside","Escenario I: Ecológico ideal",c(-114.429103877995, 29.9769454970506)
"359",359,894.036141804682,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 29.8769455117239)
"360",360,9249.37622469531,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 29.7769455262145)
"361",361,NA,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 28.9769456356519)
"362",362,11.9998837433076,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 28.8769456485334)
"363",363,12.0000387711863,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 28.7769456612294)
"364",364,1.00077922651076,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 28.6769456737563)
"365",365,3.00011895333655,"Outside","Escenario I: Ecológico ideal",c(-114.429103877999, 28.5769456861088)
"366",366,3.00077556850604,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 28.4769456982867)
"367",367,9.00155114150956,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 28.3769457102936)
"368",368,4.00063519454436,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 28.2769457221183)
"369",369,12.9990186473485,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 28.176945733774)
"370",370,270.974862308277,"Outside","Escenario I: Ecológico ideal",c(-114.429103877999, 28.076945745264)
"371",371,308.994748463894,"Inside","Escenario I: Ecológico ideal",c(-114.429103878, 27.9769457565756)
"372",372,9.01831121190358,"Outside","Escenario I: Ecológico ideal",c(-114.429103877998, 27.8769457677225)
"373",373,9.00100827893988,"Outside","Escenario I: Ecológico ideal",c(-114.429103877996, 27.7769457786972)
"374",374,46.5016867317672,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 27.2769458310449)
"375",375,91.0000387754292,"Inside","Escenario I: Ecológico ideal",c(-114.429103877996, 27.1769458410136)
"376",376,27.00434325048,"Outside","Escenario I: Ecológico ideal",c(-114.429103877997, 27.0769458508159)
"377",377,232.983662161363,"Outside","Escenario I: Ecológico ideal",c(-114.429103877999, 26.9769458604583)
"378",378,942.969635268448,"Outside","Escenario I: Ecológico ideal",c(-114.329103877999, 31.5769452369124)
"379",379,799.01047336152,"Outside","Escenario I: Ecológico ideal",c(-114.329103877999, 31.4769452545905)
"380",380,975.967828331964,"Outside","Escenario I: Ecológico ideal",c(-114.329103878002, 31.3769452720864)
"381",381,592.985423744148,"Outside","Escenario I: Ecológico ideal",c(-114.329103878002, 30.1769454671471)
"382",382,637.988264567793,"Outside","Escenario I: Ecológico ideal",c(-114.329103878002, 30.07694548219)
"383",383,730.030113759737,"Outside","Escenario I: Ecológico ideal",c(-114.329103878003, 29.9769454970499)
"384",384,419.035562883279,"Outside","Escenario I: Ecológico ideal",c(-114.329103878, 29.8769455117233)
"385",385,944.293077152777,"Outside","Escenario I: Ecológico ideal",c(-114.329103877999, 29.7769455262144)
"386",386,15.9998448799846,"Outside","Escenario I: Ecológico ideal",c(-114.329103878, 28.7769456612297)
"387",387,15.999418324107,"Outside","Escenario I: Ecológico ideal",c(-114.329103878001, 28.676945673757)
"388",388,2.00003877558873,"Outside","Escenario I: Ecológico ideal",c(-114.329103878, 28.576945686108)
"389",389,3,"Outside","Escenario I: Ecológico ideal",c(-114.329103878002, 28.4769456982877)
"390",390,3.00023268019874,"Outside","Escenario I: Ecológico ideal",c(-114.329103878003, 28.3769457102935)
"391",391,56.9948548467797,"Outside","Escenario I: Ecológico ideal",c(-114.329103878002, 28.2769457221173)
"392",392,923.914961485272,"Outside","Escenario I: Ecológico ideal",c(-114.329103878002, 28.1769457337746)
"393",393,3095.76566357136,"Inside","Escenario I: Ecológico ideal",c(-114.329103878002, 28.0769457452644)
"394",394,129.177771271083,"Inside","Escenario I: Ecológico ideal",c(-114.329103878, 27.976945756575)
"395",395,128.995347069805,"Outside","Escenario I: Ecológico ideal",c(-114.329103878001, 27.876945767722)
"396",396,NA,"Outside","Escenario I: Ecológico ideal",c(-114.329103878001, 27.7769457786962)
"397",397,NA,"Inside","Escenario I: Ecológico ideal",c(-114.329103878003, 27.1769458410124)
"398",398,NA,"Inside","Escenario I: Ecológico ideal",c(-114.329103878001, 27.0769458508171)
"399",399,356.995190811438,"Outside","Escenario I: Ecológico ideal",c(-114.329103878, 26.9769458604575)
"400",400,421.020243164679,"Outside","Escenario I: Ecológico ideal",c(-114.229103878001, 31.5769452369126)
"401",401,1570.90963669151,"Outside","Escenario I: Ecológico ideal",c(-114.229103878, 31.4769452545897)
"402",402,1318.00007474502,"Outside","Escenario I: Ecológico ideal",c(-114.229103877999, 31.3769452720876)
"403",403,582.051144195176,"Outside","Escenario I: Ecológico ideal",c(-114.229103878001, 31.2769452893805)
"404",404,922.976942073338,"Outside","Escenario I: Ecológico ideal",c(-114.229103878, 30.0769454821908)
"405",405,973.987734101388,"Outside","Escenario I: Ecológico ideal",c(-114.229103877998, 29.9769454970489)
"406",406,823.99256203345,"Outside","Escenario I: Ecológico ideal",c(-114.229103877998, 29.8769455117219)
"407",407,774.009354474327,"Outside","Escenario I: Ecológico ideal",c(-114.229103877999, 29.7769455262153)
"408",408,NA,"Outside","Escenario I: Ecológico ideal",c(-114.229103878001, 28.6769456737559)
"409",409,NA,"Outside","Escenario I: Ecológico ideal",c(-114.229103878001, 28.5769456861088)
"410",410,23.9991856197133,"Outside","Escenario I: Ecológico ideal",c(-114.229103878001, 28.4769456982865)
"411",411,109.990939877024,"Outside","Escenario I: Ecológico ideal",c(-114.229103878001, 28.3769457102931)
"412",412,452.965016895531,"Outside","Escenario I: Ecológico ideal",c(-114.229103878, 28.2769457221183)
"413",413,2906.782395944,"Inside","Escenario I: Ecológico ideal",c(-114.229103877999, 28.1769457337757)
"414",414,1398.15253624463,"Inside","Escenario I: Ecológico ideal",c(-114.229103877999, 28.0769457452631)
"415",415,42.0814365986061,"Outside","Escenario I: Ecológico ideal",c(-114.229103878001, 27.9769457565739)
"416",416,42.0033738602977,"Outside","Escenario I: Ecológico ideal",c(-114.229103878, 27.8769457677242)
"417",417,NA,"Outside","Escenario I: Ecológico ideal",c(-114.229103878, 27.7769457786957)
"418",418,NA,"Outside","Escenario I: Ecológico ideal",c(-114.229103878001, 27.676945789503)
"419",419,NA,"Outside","Escenario I: Ecológico ideal",c(-114.229103878, 27.1769458410119)
"420",420,NA,"Inside","Escenario I: Ecológico ideal",c(-114.229103877998, 27.0769458508157)
"421",421,214.005545536913,"Outside","Escenario I: Ecológico ideal",c(-114.229103877998, 26.9769458604579)
"422",422,253.995558358063,"Outside","Escenario I: Ecológico ideal",c(-114.229103878, 26.8769458699257)
"423",423,437.043974145684,"Outside","Escenario I: Ecológico ideal",c(-114.129103877997, 31.476945254589)
"424",424,796.001317604567,"Outside","Escenario I: Ecológico ideal",c(-114.129103877998, 31.3769452720879)
"425",425,496.019204113289,"Outside","Escenario I: Ecológico ideal",c(-114.129103877997, 31.2769452893805)
"426",426,544.006451178122,"Outside","Escenario I: Ecológico ideal",c(-114.129103878, 29.976945497049)
"427",427,814.985413151986,"Outside","Escenario I: Ecológico ideal",c(-114.129103878001, 29.8769455117225)
"428",428,994.981482925449,"Outside","Escenario I: Ecológico ideal",c(-114.129103878, 29.7769455262147)
"429",429,817.979753437814,"Outside","Escenario I: Ecológico ideal",c(-114.129103877998, 29.6769455405265)
"430",430,NA,"Outside","Escenario I: Ecológico ideal",c(-114.129103877996, 28.6769456737559)
